#separator:tab
#html:true
#columns:Front	Back
男	おとこ / ダン、ナン<br><ruby>男の人<rt>おとこのひと</rt></ruby> man<br><ruby>男の子<rt>おとこのこ</rt></ruby> boy<br><ruby>男性<rt>だんせい</rt></ruby> male/man<br><ruby>長男<rt>ちょうなん</rt></ruby> eldest son
外	そと、ほか、はず.す / ガイ、ゲ<br><ruby>外国<rt>がいこく</rt></ruby> foreign country<br><ruby>外<rt>そと</rt></ruby> outside<br><ruby>外国人<rt>がいこくじん</rt></ruby> foreigner<br><ruby>外食<rt>がいしょく</rt></ruby> eating out
四	よ、よ.つ、よん / シ<br><ruby>四人<rt>よにん</rt></ruby> four people<br><ruby>四<rt>し／よん</rt></ruby> four<br><ruby>四月<rt>しがつ</rt></ruby> April<br><ruby>四時<rt>よじ</rt></ruby> four o'clock
先	さき / セン<br><ruby>先生<rt>せんせい</rt></ruby> teacher<br><ruby>先週<rt>せんしゅう</rt></ruby> last week<br><ruby>先月<rt>せんげつ</rt></ruby> last month<br><ruby>先に<rt>さきに</rt></ruby> ahead/first
川	かわ / セン<br><ruby>川<rt>かわ</rt></ruby> river<br><ruby>小川<rt>おがわ</rt></ruby> stream
東	ひがし / トウ<br><ruby>東京<rt>とうきょう</rt></ruby> Tokyo<br><ruby>東<rt>ひがし</rt></ruby> east<br><ruby>東口<rt>ひがしぐち</rt></ruby> east exit
聞	き.く / ブン、モン<br><ruby>聞きます<rt>ききます</rt></ruby> to listen/ask<br><ruby>新聞<rt>しんぶん</rt></ruby> newspaper<br><ruby>聞こえます<rt>きこえます</rt></ruby> to be audible
語	かた.る / ゴ<br><ruby>日本語<rt>にほんご</rt></ruby> Japanese language<br><ruby>英語<rt>えいご</rt></ruby> English language<br><ruby>単語<rt>たんご</rt></ruby> vocabulary word<br><ruby>語学<rt>ごがく</rt></ruby> language study
九	ここの.つ / キュウ、ク<br><ruby>九時<rt>くじ</rt></ruby> nine o'clock<br><ruby>九<rt>きゅう／く</rt></ruby> nine<br><ruby>九月<rt>くがつ</rt></ruby> September<br><ruby>九人<rt>きゅうにん</rt></ruby> nine people
食	た.べる / ショク<br><ruby>食べます<rt>たべます</rt></ruby> to eat<br><ruby>食事<rt>しょくじ</rt></ruby> meal<br><ruby>食堂<rt>しょくどう</rt></ruby> dining hall/cafeteria<br><ruby>朝食<rt>ちょうしょく</rt></ruby> breakfast
八	や.つ / ハチ<br><ruby>八時<rt>はちじ</rt></ruby> eight o'clock<br><ruby>八<rt>はち</rt></ruby> eight<br><ruby>八月<rt>はちがつ</rt></ruby> August<br><ruby>八人<rt>はちにん</rt></ruby> eight people
水	みず / スイ<br><ruby>水<rt>みず</rt></ruby> water<br><ruby>水曜日<rt>すいようび</rt></ruby> Wednesday<br><ruby>水泳<rt>すいえい</rt></ruby> swimming
天	あめ、あま- / テン<br><ruby>天気<rt>てんき</rt></ruby> weather<br><ruby>天ぷら<rt>てんぷら</rt></ruby> tempura<br><ruby>天国<rt>てんごく</rt></ruby> heaven
木	き / ボク、モク<br><ruby>木<rt>き</rt></ruby> tree<br><ruby>木曜日<rt>もくようび</rt></ruby> Thursday
