#separator:tab
#html:true
#columns:Front	Back
口	くち / コウ、ク<br><ruby>口<rt>くち</rt></ruby> mouth<br><ruby>入り口<rt>いりぐち</rt></ruby> entrance<br><ruby>出口<rt>でぐち</rt></ruby> exit<br><ruby>人口<rt>じんこう</rt></ruby> population
多	おお.い / タ<br><ruby>多い<rt>おおい</rt></ruby> a lot/many<br><ruby>多分<rt>たぶん</rt></ruby> probably<br><ruby>多く<rt>おおく</rt></ruby> many/much
野	の / ヤ<br><ruby>野菜<rt>やさい</rt></ruby> vegetable<br><ruby>野球<rt>やきゅう</rt></ruby> baseball<br><ruby>分野<rt>ぶんや</rt></ruby> field (of study)
考	かんが.える / コウ<br><ruby>考えます<rt>かんがえます</rt></ruby> to think<br><ruby>考え方<rt>かんがえかた</rt></ruby> way of thinking<br><ruby>参考<rt>さんこう</rt></ruby> reference
開	あ.く、ひら.く / カイ<br><ruby>開けます<rt>あけます</rt></ruby> to open<br><ruby>開きます<rt>ひらきます</rt></ruby> to open (itself)<br><ruby>開始<rt>かいし</rt></ruby> start/commencement
教	おし.える、おそ.わる / キョウ<br><ruby>教えます<rt>おしえます</rt></ruby> to teach<br><ruby>教室<rt>きょうしつ</rt></ruby> classroom<br><ruby>教科書<rt>きょうかしょ</rt></ruby> textbook
近	ちか.い / キン<br><ruby>近い<rt>ちかい</rt></ruby> near<br><ruby>近く<rt>ちかく</rt></ruby> nearby<br><ruby>最近<rt>さいきん</rt></ruby> recently<br><ruby>近所<rt>きんじょ</rt></ruby> neighborhood
以	イ<br><ruby>以上<rt>いじょう</rt></ruby> more than/above<br><ruby>以下<rt>いか</rt></ruby> less than/below<br><ruby>以前<rt>いぜん</rt></ruby> before/previously<br><ruby>以外<rt>いがい</rt></ruby> except
問	と.う / モン<br><ruby>質問<rt>しつもん</rt></ruby> question<br><ruby>問題<rt>もんだい</rt></ruby> problem<br><ruby>訪問<rt>ほうもん</rt></ruby> visit
正	ただ.しい / セイ、ショウ<br><ruby>正しい<rt>ただしい</rt></ruby> correct<br><ruby>正月<rt>しょうがつ</rt></ruby> New Year<br><ruby>正直<rt>しょうじき</rt></ruby> honest
