#separator:tab
#html:true
#columns:Front	Back
人	ひと / ジン、ニン<br><ruby>日本人<rt>にほんじん</rt></ruby> Japanese person<br><ruby>外国人<rt>がいこくじん</rt></ruby> foreigner<br><ruby>一人<rt>ひとり</rt></ruby> one person/alone<br><ruby>人<rt>ひと</rt></ruby> person
一	ひと.つ / イチ、イツ<br><ruby>一<rt>いち</rt></ruby> one<br><ruby>一人<rt>ひとり</rt></ruby> one person<br><ruby>一月<rt>いちがつ</rt></ruby> January<br><ruby>一時<rt>いちじ</rt></ruby> one o'clock
日	ひ、-び、-か / ニチ、ジツ<br><ruby>日曜日<rt>にちようび</rt></ruby> Sunday<br><ruby>今日<rt>きょう</rt></ruby> today<br><ruby>誕生日<rt>たんじょうび</rt></ruby> birthday<br><ruby>毎日<rt>まいにち</rt></ruby> every day
大	おお.きい、おお- / ダイ、タイ<br><ruby>大きい<rt>おおきい</rt></ruby> big<br><ruby>大学<rt>だいがく</rt></ruby> university<br><ruby>大丈夫<rt>だいじょうぶ</rt></ruby> fine/ok<br><ruby>大好き<rt>だいすき</rt></ruby> love/like a lot
年	とし / ネン<br><ruby>今年<rt>ことし</rt></ruby> this year<br><ruby>来年<rt>らいねん</rt></ruby> next year<br><ruby>去年<rt>きょねん</rt></ruby> last year<br><ruby>年<rt>とし</rt></ruby> year/age
出	で.る、だ.す / シュツ、スイ<br><ruby>出ます<rt>でます</rt></ruby> to leave/go out<br><ruby>出口<rt>でぐち</rt></ruby> exit<br><ruby>出張<rt>しゅっちょう</rt></ruby> business trip<br><ruby>思い出す<rt>おもいだす</rt></ruby> to remember
本	もと / ホン<br><ruby>本<rt>ほん</rt></ruby> book<br><ruby>日本<rt>にほん</rt></ruby> Japan<br><ruby>本当<rt>ほんとう</rt></ruby> really/true<br><ruby>本屋<rt>ほんや</rt></ruby> bookstore
中	なか / チュウ<br><ruby>中<rt>なか</rt></ruby> inside<br><ruby>中国<rt>ちゅうごく</rt></ruby> China<br><ruby>中学校<rt>ちゅうがっこう</rt></ruby> middle school<br><ruby>一日中<rt>いちにちじゅう</rt></ruby> all day
子	こ / シ、ス<br><ruby>子供<rt>こども</rt></ruby> child<br><ruby>女の子<rt>おんなのこ</rt></ruby> girl<br><ruby>男の子<rt>おとこのこ</rt></ruby> boy<br><ruby>息子<rt>むすこ</rt></ruby> son
見	み.る、み.える / ケン<br><ruby>見ます<rt>みます</rt></ruby> to see/watch<br><ruby>見せます<rt>みせます</rt></ruby> to show<br><ruby>花見<rt>はなみ</rt></ruby> flower viewing<br><ruby>見える<rt>みえる</rt></ruby> to be visible
国	くに / コク<br><ruby>外国<rt>がいこく</rt></ruby> foreign country<br><ruby>国<rt>くに</rt></ruby> country<br><ruby>中国<rt>ちゅうごく</rt></ruby> China<br><ruby>外国人<rt>がいこくじん</rt></ruby> foreigner
上	うえ、あ.げる、あ.がる、のぼ.る / ジョウ<br><ruby>上<rt>うえ</rt></ruby> above/on<br><ruby>上手<rt>じょうず</rt></ruby> good at<br><ruby>上がる<rt>あがる</rt></ruby> to rise<br><ruby>屋上<rt>おくじょう</rt></ruby> rooftop
分	わ.ける、わ.かる / ブン、フン、ブ<br><ruby>自分<rt>じぶん</rt></ruby> oneself<br><ruby>半分<rt>はんぶん</rt></ruby> half<br><ruby>十分<rt>じゅっぷん／じゅうぶん</rt></ruby> ten minutes / enough<br><ruby>分かります<rt>わかります</rt></ruby> to understand
生	い.きる、う.まれる、は.える / セイ、ショウ<br><ruby>学生<rt>がくせい</rt></ruby> student<br><ruby>先生<rt>せんせい</rt></ruby> teacher<br><ruby>誕生日<rt>たんじょうび</rt></ruby> birthday<br><ruby>生まれます<rt>うまれます</rt></ruby> to be born
行	い.く、おこな.う / コウ、ギョウ、アン<br><ruby>行きます<rt>いきます</rt></ruby> to go<br><ruby>旅行<rt>りょこう</rt></ruby> travel<br><ruby>銀行<rt>ぎんこう</rt></ruby> bank<br><ruby>行く<rt>いく</rt></ruby> to go
二	ふた、ふた.つ / ニ<br><ruby>二人<rt>ふたり</rt></ruby> two people<br><ruby>二<rt>に</rt></ruby> two<br><ruby>二月<rt>にがつ</rt></ruby> February<br><ruby>二階<rt>にかい</rt></ruby> second floor
間	あいだ、ま / カン、ケン<br><ruby>時間<rt>じかん</rt></ruby> time<br><ruby>間<rt>あいだ</rt></ruby> between<br><ruby>一週間<rt>いっしゅうかん</rt></ruby> one week<br><ruby>人間<rt>にんげん</rt></ruby> human being
時	とき / ジ<br><ruby>時間<rt>じかん</rt></ruby> time<br><ruby>何時<rt>なんじ</rt></ruby> what time<br><ruby>時々<rt>ときどき</rt></ruby> sometimes<br><ruby>一時<rt>いちじ</rt></ruby> one o'clock
気	キ、ケ<br><ruby>元気<rt>げんき</rt></ruby> energetic<br><ruby>天気<rt>てんき</rt></ruby> weather<br><ruby>気をつけます<rt>きをつけます</rt></ruby> to watch out<br><ruby>病気<rt>びょうき</rt></ruby> sickness
十	とお、と / ジュウ、ジッ<br><ruby>十<rt>じゅう</rt></ruby> ten<br><ruby>十日<rt>とおか</rt></ruby> the 10th day/ten days<br><ruby>十分<rt>じゅうぶん</rt></ruby> enough<br><ruby>三十<rt>さんじゅう</rt></ruby> thirty
女	おんな、め / ジョ、ニョ<br><ruby>女の子<rt>おんなのこ</rt></ruby> girl<br><ruby>女の人<rt>おんなのひと</rt></ruby> woman<br><ruby>彼女<rt>かのじょ</rt></ruby> she/girlfriend<br><ruby>女性<rt>じょせい</rt></ruby> female/woman
