#separator:tab
#html:true
#columns:Front	Back
言	い.う、こと / ゲン、ゴン<br><ruby>言います<rt>いいます</rt></ruby> to say<br><ruby>言葉<rt>ことば</rt></ruby> word/language<br><ruby>言語<rt>げんご</rt></ruby> language<br><ruby>方言<rt>ほうげん</rt></ruby> dialect
手	て / シュ<br><ruby>手<rt>て</rt></ruby> hand<br><ruby>手紙<rt>てがみ</rt></ruby> letter<br><ruby>上手<rt>じょうず</rt></ruby> good at<br><ruby>苦手<rt>にがて</rt></ruby> weak at/dislike
自	みずか.ら / ジ、シ<br><ruby>自分<rt>じぶん</rt></ruby> oneself<br><ruby>自転車<rt>じてんしゃ</rt></ruby> bicycle<br><ruby>自由<rt>じゆう</rt></ruby> freedom<br><ruby>自動車<rt>じどうしゃ</rt></ruby> automobile
者	もの / シャ<br><ruby>医者<rt>いしゃ</rt></ruby> doctor<br><ruby>若者<rt>わかもの</rt></ruby> young person<br><ruby>学者<rt>がくしゃ</rt></ruby> scholar<br><ruby>記者<rt>きしゃ</rt></ruby> journalist
事	こと / ジ、ズ<br><ruby>仕事<rt>しごと</rt></ruby> job/work<br><ruby>大事<rt>だいじ</rt></ruby> important<br><ruby>食事<rt>しょくじ</rt></ruby> meal<br><ruby>事故<rt>じこ</rt></ruby> accident
思	おも.う / シ<br><ruby>思います<rt>おもいます</rt></ruby> to think<br><ruby>思い出<rt>おもいで</rt></ruby> memory<br><ruby>思い出す<rt>おもいだす</rt></ruby> to remember<br><ruby>不思議<rt>ふしぎ</rt></ruby> mysterious
会	あ.う / カイ、エ<br><ruby>会います<rt>あいます</rt></ruby> to meet<br><ruby>会社<rt>かいしゃ</rt></ruby> company<br><ruby>会話<rt>かいわ</rt></ruby> conversation<br><ruby>社会<rt>しゃかい</rt></ruby> society
家	いえ、や / カ、ケ<br><ruby>家<rt>いえ</rt></ruby> house<br><ruby>家族<rt>かぞく</rt></ruby> family<br><ruby>作家<rt>さっか</rt></ruby> author<br><ruby>大家<rt>おおや</rt></ruby> landlord
的	まと / テキ<br><ruby>目的<rt>もくてき</rt></ruby> purpose/goal<br><ruby>的<rt>まと</rt></ruby> target<br><ruby>一般的<rt>いっぱんてき</rt></ruby> general<br><ruby>個人的<rt>こじんてき</rt></ruby> personal
方	かた / ホウ<br><ruby>方<rt>かた</rt></ruby> person (polite)<br><ruby>方法<rt>ほうほう</rt></ruby> method<br><ruby>両方<rt>りょうほう</rt></ruby> both<br><ruby>やり方<rt>やりかた</rt></ruby> way of doing
地	チ、ジ<br><ruby>地図<rt>ちず</rt></ruby> map<br><ruby>地震<rt>じしん</rt></ruby> earthquake<br><ruby>地下<rt>ちか</rt></ruby> basement<br><ruby>地方<rt>ちほう</rt></ruby> region
目	め / モク、ボク<br><ruby>目<rt>め</rt></ruby> eye<br><ruby>真面目<rt>まじめ</rt></ruby> serious<br><ruby>目的<rt>もくてき</rt></ruby> purpose<br><ruby>一番目<rt>いちばんめ</rt></ruby> the first (ordinal)
場	ば / ジョウ<br><ruby>場所<rt>ばしょ</rt></ruby> place<br><ruby>会場<rt>かいじょう</rt></ruby> venue<br><ruby>工場<rt>こうじょう</rt></ruby> factory<br><ruby>市場<rt>いちば</rt></ruby> market
代	か.わる、よ / ダイ、タイ<br><ruby>時代<rt>じだい</rt></ruby> era<br><ruby>代わりに<rt>かわりに</rt></ruby> instead of<br><ruby>二十代<rt>にじゅうだい</rt></ruby> one's twenties<br><ruby>世代<rt>せだい</rt></ruby> generation
私	わたし、わたくし / シ<br><ruby>私<rt>わたし</rt></ruby> I<br><ruby>私たち<rt>わたしたち</rt></ruby> we<br><ruby>私立<rt>しりつ</rt></ruby> private (institution)
立	た.つ / リツ、リュウ<br><ruby>立ちます<rt>たちます</rt></ruby> to stand<br><ruby>私立<rt>しりつ</rt></ruby> private<br><ruby>国立<rt>こくりつ</rt></ruby> national (institution)<br><ruby>立派<rt>りっぱ</rt></ruby> splendid
物	もの / ブツ、モツ<br><ruby>食べ物<rt>たべもの</rt></ruby> food<br><ruby>飲み物<rt>のみもの</rt></ruby> drink<br><ruby>買い物<rt>かいもの</rt></ruby> shopping<br><ruby>動物<rt>どうぶつ</rt></ruby> animal
田	た / デン<br><ruby>田んぼ<rt>たんぼ</rt></ruby> rice paddy<br><ruby>田舎<rt>いなか</rt></ruby> countryside
体	からだ / タイ、テイ<br><ruby>体<rt>からだ</rt></ruby> body<br><ruby>体調<rt>たいちょう</rt></ruby> physical condition<br><ruby>体育<rt>たいいく</rt></ruby> physical education<br><ruby>全体<rt>ぜんたい</rt></ruby> the whole
動	うご.く / ドウ<br><ruby>動きます<rt>うごきます</rt></ruby> to move<br><ruby>動物<rt>どうぶつ</rt></ruby> animal<br><ruby>運動<rt>うんどう</rt></ruby> exercise<br><ruby>自動車<rt>じどうしゃ</rt></ruby> automobile
社	やしろ / シャ<br><ruby>会社<rt>かいしゃ</rt></ruby> company<br><ruby>社長<rt>しゃちょう</rt></ruby> company president<br><ruby>神社<rt>じんじゃ</rt></ruby> shrine<br><ruby>社会<rt>しゃかい</rt></ruby> society
知	し.る / チ<br><ruby>知ります<rt>しります</rt></ruby> to know<br><ruby>知り合い<rt>しりあい</rt></ruby> acquaintance<br><ruby>知識<rt>ちしき</rt></ruby> knowledge<br><ruby>知らせる<rt>しらせる</rt></ruby> to inform
理	リ<br><ruby>料理<rt>りょうり</rt></ruby> cooking<br><ruby>理由<rt>りゆう</rt></ruby> reason<br><ruby>無理<rt>むり</rt></ruby> impossible<br><ruby>理解<rt>りかい</rt></ruby> understanding
同	おな.じ / ドウ<br><ruby>同じ<rt>おなじ</rt></ruby> same<br><ruby>同時に<rt>どうじに</rt></ruby> at the same time<br><ruby>同僚<rt>どうりょう</rt></ruby> coworker
心	こころ / シン<br><ruby>心配<rt>しんぱい</rt></ruby> worry<br><ruby>心<rt>こころ</rt></ruby> heart/mind<br><ruby>安心<rt>あんしん</rt></ruby> relief<br><ruby>熱心<rt>ねっしん</rt></ruby> enthusiastic
発	ハツ、ホツ<br><ruby>出発<rt>しゅっぱつ</rt></ruby> departure<br><ruby>発表<rt>はっぴょう</rt></ruby> presentation<br><ruby>発音<rt>はつおん</rt></ruby> pronunciation
作	つく.る / サク、サ<br><ruby>作ります<rt>つくります</rt></ruby> to make<br><ruby>作文<rt>さくぶん</rt></ruby> composition<br><ruby>作家<rt>さっか</rt></ruby> author
新	あたら.しい / シン<br><ruby>新しい<rt>あたらしい</rt></ruby> new<br><ruby>新聞<rt>しんぶん</rt></ruby> newspaper<br><ruby>新幹線<rt>しんかんせん</rt></ruby> bullet train<br><ruby>最新<rt>さいしん</rt></ruby> newest
世	よ / セイ、セ<br><ruby>世界<rt>せかい</rt></ruby> world<br><ruby>世話<rt>せわ</rt></ruby> care/looking after<br><ruby>世紀<rt>せいき</rt></ruby> century
度	たび / ド、ト<br><ruby>今度<rt>こんど</rt></ruby> this time/next time<br><ruby>一度<rt>いちど</rt></ruby> once<br><ruby>度<rt>ど</rt></ruby> degree<br><ruby>何度も<rt>なんども</rt></ruby> many times
明	あか.るい / メイ、ミョウ<br><ruby>明るい<rt>あかるい</rt></ruby> bright<br><ruby>説明<rt>せつめい</rt></ruby> explanation<br><ruby>明日<rt>あした</rt></ruby> tomorrow
力	ちから / リョク、リキ<br><ruby>力<rt>ちから</rt></ruby> power/strength<br><ruby>力持ち<rt>ちからもち</rt></ruby> strong person<br><ruby>努力<rt>どりょく</rt></ruby> effort
意	イ<br><ruby>意味<rt>いみ</rt></ruby> meaning<br><ruby>用意<rt>ようい</rt></ruby> preparation<br><ruby>注意<rt>ちゅうい</rt></ruby> caution<br><ruby>意見<rt>いけん</rt></ruby> opinion
用	もち.いる / ヨウ<br><ruby>用意<rt>ようい</rt></ruby> preparation<br><ruby>用事<rt>ようじ</rt></ruby> errand<br><ruby>使用<rt>しよう</rt></ruby> usage
主	ぬし、おも / シュ<br><ruby>主人<rt>しゅじん</rt></ruby> husband/master<br><ruby>主に<rt>おもに</rt></ruby> mainly<br><ruby>主語<rt>しゅご</rt></ruby> subject (grammar)
通	とお.る、かよ.う / ツウ、ツ<br><ruby>通ります<rt>とおります</rt></ruby> to pass through<br><ruby>交通<rt>こうつう</rt></ruby> traffic<br><ruby>普通<rt>ふつう</rt></ruby> normal/usual<br><ruby>通勤<rt>つうきん</rt></ruby> commuting
文	ふみ / ブン、モン<br><ruby>文<rt>ぶん</rt></ruby> sentence<br><ruby>文化<rt>ぶんか</rt></ruby> culture<br><ruby>文章<rt>ぶんしょう</rt></ruby> text/writing<br><ruby>作文<rt>さくぶん</rt></ruby> composition
屋	や / オク<br><ruby>部屋<rt>へや</rt></ruby> room<br><ruby>本屋<rt>ほんや</rt></ruby> bookstore<br><ruby>パン屋<rt>ぱんや</rt></ruby> bakery<br><ruby>屋上<rt>おくじょう</rt></ruby> rooftop
業	わざ / ギョウ、ゴウ<br><ruby>授業<rt>じゅぎょう</rt></ruby> class/lesson<br><ruby>卒業<rt>そつぎょう</rt></ruby> graduation<br><ruby>工業<rt>こうぎょう</rt></ruby> industry
持	も.つ / ジ<br><ruby>持ちます<rt>もちます</rt></ruby> to hold<br><ruby>気持ち<rt>きもち</rt></ruby> feeling<br><ruby>金持ち<rt>かねもち</rt></ruby> rich person<br><ruby>持って行く<rt>もっていく</rt></ruby> to take (something) along
道	みち / ドウ、トウ<br><ruby>道<rt>みち</rt></ruby> road<br><ruby>北海道<rt>ほっかいどう</rt></ruby> Hokkaido<br><ruby>柔道<rt>じゅうどう</rt></ruby> judo<br><ruby>道具<rt>どうぐ</rt></ruby> tool
身	み / シン<br><ruby>身長<rt>しんちょう</rt></ruby> height<br><ruby>自身<rt>じしん</rt></ruby> oneself<br><ruby>出身<rt>しゅっしん</rt></ruby> hometown/origin
不	フ、ブ<br><ruby>不便<rt>ふべん</rt></ruby> inconvenient<br><ruby>不安<rt>ふあん</rt></ruby> anxiety<br><ruby>不満<rt>ふまん</rt></ruby> dissatisfaction<br><ruby>不思議<rt>ふしぎ</rt></ruby> mysterious
口	くち / コウ、ク<br><ruby>口<rt>くち</rt></ruby> mouth<br><ruby>入り口<rt>いりぐち</rt></ruby> entrance<br><ruby>出口<rt>でぐち</rt></ruby> exit<br><ruby>人口<rt>じんこう</rt></ruby> population
多	おお.い / タ<br><ruby>多い<rt>おおい</rt></ruby> a lot/many<br><ruby>多分<rt>たぶん</rt></ruby> probably<br><ruby>多く<rt>おおく</rt></ruby> many/much
野	の / ヤ<br><ruby>野菜<rt>やさい</rt></ruby> vegetable<br><ruby>野球<rt>やきゅう</rt></ruby> baseball<br><ruby>分野<rt>ぶんや</rt></ruby> field (of study)
考	かんが.える / コウ<br><ruby>考えます<rt>かんがえます</rt></ruby> to think<br><ruby>考え方<rt>かんがえかた</rt></ruby> way of thinking<br><ruby>参考<rt>さんこう</rt></ruby> reference
